cuisine_type,American,Chinese,French,Indian,Italian,Japanese,Korean,Mediterranean,Mexican,MiddleEastern,Southern,Spanish,Thai,Vietnamese,order_id,restaurant_name,day_of_the_week,weekend,cost_of_the_order,food_preparation_time,delivery_time,rating,rating_ge_5,rating_le_3
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477167,Han Dynasty,Weekday,0,14.8,23,25,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478066,RedFarm Hudson,Weekend,1,15.23,31,16,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477887,RedFarm Broadway,Weekend,1,11.64,26,21,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477510,Han Dynasty,Weekend,1,8.1,23,26,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477627,RedFarm Hudson,Weekday,0,7.03,32,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477379,Joe's Shanghai _Àü£¾÷´,Weekday,0,22.31,27,31,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478213,Han Dynasty,Weekend,1,22.31,23,29,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477310,Vanessa's Dumplings,Weekend,1,6.7,20,17,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478248,Han Dynasty,Weekday,0,33.03,35,32,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477934,RedFarm Broadway,Weekend,1,12.61,28,21,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478070,RedFarm Broadway,Weekend,1,14.07,20,15,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478189,Han Dynasty,Weekend,1,8.97,33,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477523,RedFarm Broadway,Weekend,1,12.23,21,21,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477528,Han Dynasty,Weekday,0,5.67,21,31,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477785,Xi'an Famous Foods,Weekend,1,24.3,32,29,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476723,RedFarm Hudson,Weekday,0,19.35,35,28,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476831,RedFarm Broadway,Weekend,1,12.61,32,17,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477323,RedFarm Hudson,Weekend,1,12.13,28,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477610,Vanessa's Dumpling House,Weekend,1,16.49,26,25,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477783,RedFarm Broadway,Weekend,1,19.4,24,25,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477751,RedFarm Broadway,Weekend,1,16.2,29,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477573,RedFarm Broadway,Weekend,1,21.39,23,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478322,RedFarm Broadway,Weekday,0,24.25,25,25,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476619,RedFarm Hudson,Weekend,1,12.23,24,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477130,Wo Hop Restaurant,Weekend,1,14.16,22,16,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477923,RedFarm Hudson,Weekend,1,33.03,32,19,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477356,CafÌ© China,Weekday,0,15.57,34,31,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477166,RedFarm Hudson,Weekend,1,21.29,32,25,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477472,RedFarm Hudson,Weekend,1,29.34,27,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477977,Han Dynasty,Weekend,1,16.01,30,16,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476653,RedFarm Hudson,Weekend,1,12.13,31,25,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477877,RedFarm Broadway,Weekend,1,19.35,33,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477436,RedFarm Hudson,Weekend,1,29.29,27,21,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477643,RedFarm Hudson,Weekend,1,5.77,33,28,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477640,RedFarm Broadway,Weekend,1,24.3,27,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478173,Han Dynasty,Weekend,1,24.25,33,26,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478241,RedFarm Broadway,Weekend,1,24.2,31,19,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477860,RedFarm Broadway,Weekend,1,5.87,27,22,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478402,CafÌ© China,Weekday,0,32.93,26,28,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478350,Vanessa's Dumplings,Weekend,1,15.57,33,28,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478268,Xi'an Famous Foods,Weekend,1,20.86,35,26,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477544,RedFarm Hudson,Weekend,1,19.35,31,15,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477786,RedFarm Hudson,Weekend,1,4.75,23,25,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477675,Han Dynasty,Weekend,1,7.23,21,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477831,RedFarm Broadway,Weekday,0,16.01,23,27,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477511,RedFarm Broadway,Weekend,1,7.67,24,15,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476885,Vanessa's Dumplings,Weekend,1,20.23,33,17,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476920,RedFarm Broadway,Weekend,1,12.13,20,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477026,CafÌ© China,Weekend,1,21.83,32,15,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476659,RedFarm Broadway,Weekend,1,31.33,33,23,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477904,RedFarm Hudson,Weekend,1,16.1,23,29,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478230,RedFarm Hudson,Weekend,1,14.6,30,28,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477524,Xi'an Famous Foods,Weekend,1,19.45,28,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477940,Joe's Shanghai _Àü£¾÷´,Weekend,1,16.15,33,20,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476874,RedFarm Hudson,Weekend,1,5.82,22,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476763,RedFarm Broadway,Weekend,1,13.1,26,22,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478154,CafÌ© China,Weekend,1,12.61,20,20,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477366,Han Dynasty,Weekend,1,14.12,35,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477602,Vanessa's Dumplings,Weekend,1,16.78,27,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476964,RedFarm Broadway,Weekend,1,24.25,29,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476815,Prosperity Dumpling,Weekend,1,13.63,25,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477019,RedFarm Hudson,Weekend,1,15.52,30,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477471,Hot Kitchen,Weekend,1,29.54,34,28,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478331,Han Dynasty,Weekend,1,12.13,33,27,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476791,RedFarm Broadway,Weekday,0,12.56,35,33,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478201,RedFarm Broadway,Weekend,1,19.59,24,19,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477719,RedFarm Hudson,Weekend,1,15.04,35,25,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476864,RedFarm Broadway,Weekend,1,31.86,25,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478291,RedFarm Broadway,Weekend,1,31.87,27,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477044,RedFarm Broadway,Weekend,1,6.79,33,28,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478395,Han Dynasty,Weekend,1,13,32,22,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477110,RedFarm Hudson,Weekend,1,29.05,22,28,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477826,RedFarm Broadway,Weekend,1,8.2,31,30,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477531,RedFarm Broadway,Weekend,1,6.06,32,18,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476718,Vanessa's Dumpling House,Weekend,1,14.84,31,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477778,RedFarm Broadway,Weekend,1,31.43,30,23,4,0,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477825,L'Express,Weekday,0,11.98,21,28,5,1,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1476799,L'Express,Weekend,1,19.69,26,17,3,0,1
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1478234,Balthazar Boulangerie,Weekend,1,12.23,35,23,4,0,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477920,Balthazar Boulangerie,Weekday,0,29.15,31,28,4,0,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477549,L'Express,Weekend,1,29.2,21,29,5,1,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477608,Le Grainne Cafe,Weekend,1,15.96,25,22,4,0,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1476776,Le Grainne Cafe,Weekend,1,29.25,27,24,5,1,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477144,Balthazar Boulangerie,Weekend,1,29.1,31,27,5,1,0
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1476922,Balthazar Boulangerie,Weekend,1,12.18,24,29,3,0,1
French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1477667,Balthazar Boulangerie,Weekend,1,12.13,25,24,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477530,The Kati Roll Company,Weekend,1,5.34,27,18,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477116,The Kati Roll Company,Weekend,1,24.2,26,16,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478245,Junoon,Weekend,1,29.49,23,17,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477954,Tamarind TriBeCa,Weekend,1,16.98,22,17,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476861,Tamarind TriBeCa,Weekend,1,29.15,35,22,3,0,1
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478078,Tamarind TriBeCa,Weekend,1,22.26,34,15,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477776,Tamarind TriBeCa,Weekend,1,29.39,30,25,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476573,Haveli Indian Restaurant,Weekday,0,29.1,23,24,3,0,1
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477853,Junoon,Weekday,0,28.62,21,32,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477781,Tamarind TriBeCa,Weekend,1,12.47,32,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476549,Tamarind TriBeCa,Weekend,1,6.74,25,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477839,The MasalaWala,Weekend,1,12.13,32,15,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477505,The Kati Roll Company,Weekend,1,14.07,23,20,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478207,Tamarind TriBeCa,Weekend,1,24.2,28,26,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478256,Tamarind TriBeCa,Weekend,1,6.69,22,18,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477291,The Kati Roll Company,Weekday,0,19.4,24,30,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477176,Tamarind TriBeCa,Weekday,0,12.95,27,24,3,0,1
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476662,Tamarind TriBeCa,Weekend,1,12.18,25,20,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477083,Tamarind TriBeCa,Weekend,1,6.74,20,17,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477984,indikitch,Weekend,1,14.07,20,30,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477246,Bukhara Grill,Weekend,1,16.54,23,17,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476716,Saravanaa Bhavan,Weekday,0,15.52,33,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477986,Junoon,Weekend,1,22.75,29,28,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477901,indikitch,Weekend,1,9.26,33,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476620,Tamarind TriBeCa,Weekend,1,12.23,21,21,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478272,The Kati Roll Company,Weekend,1,14.07,33,17,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478079,Tamarind TriBeCa,Weekend,1,25.22,30,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477616,Tamarind TriBeCa,Weekend,1,14.07,26,21,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476590,The Kati Roll Company,Weekend,1,16.83,26,20,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477828,Tamarind TriBeCa,Weekday,0,8.59,32,31,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477569,Chote Nawab,Weekend,1,16.15,24,30,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477266,Saravanaa Bhavan,Weekday,0,24.25,29,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477765,Tamarind TriBeCa,Weekend,1,19.45,29,19,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478217,Tamarind TriBeCa,Weekend,1,6.07,30,17,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1476669,Chola Eclectic Indian Cuisine,Weekend,1,8.73,30,28,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477333,Bhatti Indian Grill,Weekend,1,29.25,21,15,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477642,Haveli Indian Restaurant,Weekend,1,5.72,24,26,3,0,1
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478393,Tamarind TriBeCa,Weekend,1,16.44,23,24,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477532,Amma,Weekday,0,8.88,27,24,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477186,The Kati Roll Company,Weekend,1,11.64,34,18,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477635,Amma,Weekday,0,31.43,20,27,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477938,The Kati Roll Company,Weekend,1,16.15,20,29,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1478289,The Kati Roll Company,Weekend,1,31.33,28,25,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477830,Tamarind TriBeCa,Weekend,1,15.77,25,29,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477427,The Kati Roll Company,Weekend,1,17.03,24,22,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477311,Bukhara Grill,Weekday,0,7.18,29,26,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477233,Saravanaa Bhavan,Weekday,0,9.12,28,28,5,1,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477224,Tamarind TriBeCa,Weekday,0,25.22,20,24,3,0,1
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477821,Haandi,Weekday,0,5.67,23,31,4,0,0
Indian,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1477174,Anjappar Chettinad,Weekday,0,16.44,21,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478392,Parm,Weekend,1,21.93,22,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477988,Parm,Weekend,1,16.44,23,22,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477677,Parm,Weekend,1,8.78,23,26,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476850,The Meatball Shop,Weekday,0,13.05,23,31,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478413,Olive Garden,Weekend,1,6.74,23,19,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476681,Parm,Weekday,0,12.13,23,31,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476867,da Umberto,Weekday,0,12.27,20,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477422,The Meatball Shop,Weekday,0,16.54,32,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478336,Tony's Di Napoli,Weekend,1,5.82,26,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476989,The Meatball Shop,Weekday,0,21.34,22,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477834,The Meatball Shop,Weekend,1,20.18,32,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476925,The Meatball Shop,Weekday,0,14.02,32,32,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477455,Rubirosa,Weekend,1,16.2,21,27,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477947,The Meatball Shop,Weekend,1,12.18,27,20,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477198,The Meatball Shop,Weekend,1,8.54,31,15,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477698,Parm,Weekend,1,29.35,29,17,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477622,The Meatball Shop,Weekday,0,12.71,29,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477304,The Meatball Shop,Weekday,0,24.2,28,30,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478388,Pepe Rosso To Go,Weekend,1,12.13,25,18,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478355,The Meatball Shop,Weekend,1,21.83,30,20,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477271,The Meatball Shop,Weekday,0,17.08,22,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477517,The Meatball Shop,Weekend,1,29.15,23,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477631,The Meatball Shop,Weekend,1,12.23,31,28,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477964,The Meatball Shop,Weekday,0,12.13,22,32,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477948,Serafina Fabulous Pizza,Weekday,0,22.8,28,31,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477739,Rubirosa,Weekend,1,12.51,21,15,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477990,Rubirosa,Weekend,1,12.95,30,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477991,The Meatball Shop,Weekend,1,19.35,21,23,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476788,Parm,Weekday,0,6.74,25,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477593,Parm,Weekend,1,12.08,30,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478144,The Meatball Shop,Weekend,1,33.03,30,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477644,Osteria Morini,Weekend,1,5.77,24,19,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477134,The Meatball Shop,Weekend,1,13.53,22,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476999,Pepe Rosso To Go,Weekend,1,24.2,27,19,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478261,Parm,Weekday,0,9.07,23,30,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476670,The Meatball Shop,Weekend,1,7.61,20,26,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478152,Parm,Weekend,1,5.92,21,25,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478221,Rubirosa,Weekend,1,12.56,31,17,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476579,The Meatball Shop,Weekend,1,24.2,24,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478020,The Meatball Shop,Weekend,1,14.94,32,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478033,Rubirosa,Weekend,1,19.4,34,16,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476847,The Meatball Shop,Weekend,1,24.3,29,15,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477405,The Meatball Shop,Weekend,1,6.74,26,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478072,Osteria Morini,Weekend,1,12.95,26,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477896,Pepe Rosso To Go,Weekend,1,22.8,35,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477296,Parm,Weekday,0,29.15,23,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477281,Otto Enoteca Pizzeria,Weekend,1,22.36,26,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478169,Rubirosa,Weekend,1,21.83,30,27,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477393,Parm,Weekend,1,22.36,21,30,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478031,Otto Enoteca Pizzeria,Weekday,0,13.05,33,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478320,The Meatball Shop,Weekday,0,13.53,20,31,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477880,The Meatball Shop,Weekend,1,14.6,21,23,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478240,Rubirosa,Weekend,1,24.2,34,16,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477884,Parm,Weekend,1,29.44,33,24,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476581,The Meatball Shop,Weekend,1,6.74,29,23,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476871,The Meatball Shop,Weekday,0,24.3,31,29,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478244,Parm,Weekend,1,29.1,30,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476995,The Meatball Shop,Weekday,0,21.88,24,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478424,Parm,Weekday,0,11.59,35,29,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477353,The Meatball Shop,Weekend,1,16.2,21,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478308,Galli Restaurant,Weekend,1,16.06,22,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478269,The Meatball Shop,Weekday,0,11.16,22,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477032,Rubirosa,Weekend,1,29.1,30,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476663,Parm,Weekend,1,19.35,35,19,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478305,Rubirosa,Weekday,0,8,27,29,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476947,The Meatball Shop,Weekday,0,8.54,24,29,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478003,Otto Enoteca Pizzeria,Weekend,1,12.13,33,21,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477949,Rubirosa,Weekend,1,24.35,30,28,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477912,The Meatball Shop,Weekday,0,19.45,31,32,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476685,The Meatball Shop,Weekday,0,22.26,30,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477738,Osteria Morini,Weekend,1,12.13,22,26,5,1,0
